KPI_Name,Source,Consignee,Consignee_Name,Parent_Name,Last Estimated Ocean Arrival Date,Country_Name,Last Estimated Ocean Arrival Location,Last Actual Ocean Arrival Date,Carrier Release Date (UTC),CBL Number,Carrier SCAC,Week,OnTime/Delay_ Status,CBL_Number_Count,On-Time_Count,Delay_Count,On_Time_Percentage
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,19-02-2025,Denmark,DKAAR,19-02-2025,,MAEU247564751,MAEU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,NLHOGEW001HQ,HOGEWONING BV,HOGEWONING BV,29-12-2024,Netherlands,NLROT,29-12-2024,,MAEU246379833,MAEU,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,NLHOGEW001HQ,HOGEWONING BV,HOGEWONING BV,03-01-2025,France,FRFSM,03-01-2025,,MAEU245500586,MAEU,202501,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,NLHOGEW001HQ,HOGEWONING BV,HOGEWONING BV,10-01-2025,Netherlands,NLROT,10-01-2025,,MAEU246788723,MAEU,202502,Delay,4,,4.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,08-01-2025,Denmark,DKAAR,08-01-2025,,MAEU246401773,MAEU,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,26-02-2025,Denmark,DKAAR,26-02-2025,,MAEU247938570,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,12-02-2025,Denmark,DKAAR,12-02-2025,,MAEU247411649,MAEU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,16-01-2025,Denmark,DKAAR,15-01-2025,,MAEU246138572,MAEU,202503,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,29-01-2025,Denmark,DKAAR,29-01-2025,,MAEU246348010,MAEU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,12-02-2025,Denmark,DKAAR,12-02-2025,,MAEU246843163,MAEU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,26-02-2025,Denmark,DKAAR,26-02-2025,,MAEU247877007,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,15-01-2025,France,FRFSM,15-01-2025,,MAEU246597875,MAEU,202503,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,05-02-2025,Denmark,DKAAR,05-02-2025,,MAEU247291445,MAEU,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,DKSCHOUCOMHQ,SCHOU COMPANY A/S,JYSK,29-01-2025,Denmark,DKAAR,29-01-2025,,MAEU246860433,MAEU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,NLHOGEW001HQ,HOGEWONING BV,HOGEWONING BV,02-03-2025,Netherlands,NLROT,02-03-2025,,MAEU273591559,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,NLHOGEW001HQ,HOGEWONING BV,HOGEWONING BV,18-02-2025,Netherlands,NLROT,18-02-2025,,MAEU248494036,MAEU,202508,Delay,3,,3.0,
