KPI_Name,Source,Consignee,Consignee_Name,Parent_Name,Last Estimated Ocean Arrival Date,Country_Name,Last Estimated Ocean Arrival Location,Last Actual Ocean Arrival Date,Carrier Release Date (UTC),CBL Number,Carrier SCAC,Week,OnTime/Delay_ Status,CBL_Number_Count,On-Time_Count,Delay_Count,On_Time_Percentage
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,01-03-2025,,MAEU247865500,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,02-02-2025,United States,USLSA,03-02-2025,,MZLY24SZ10016444,MZLY,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,26-01-2025,Spain,ESCAT,27-01-2025,,MAEU246918184,MAEU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,31-01-2025,Netherlands,NLROT,11-01-2025,,BDPUS56220580756,SHPT,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,01-03-2025,,MAEU247865457,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,27-01-2025,Belgium,BEANT,25-01-2025,18-01-2025,MAEU246627002,MAEU,202505,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,06-02-2025,Belgium,BEANT,08-02-2025,,HLCUBSC250164739,HLCU,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,09-02-2025,France,FRLEH,10-02-2025,07-02-2025,MEDUFC177344,MSCU,202507,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,01-03-2025,Netherlands,NLROT,01-03-2025,,YMJAU587021489A,YMLU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,01-03-2025,Netherlands,NLROT,,,HLCUBSC2501AVOD0,HLCU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,06-02-2025,Belgium,BEANT,08-02-2025,,HLCUBSC250101184,HLCU,202506,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-01-2025,Netherlands,NLROT,30-01-2025,,CMDUNAM7336338,CMDU,202504,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,16-02-2025,Spain,ESCAT,,,MAEU247372885,MAEU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,01-02-2025,Belgium,BEANT,03-02-2025,,HLCUBSC2412BHXE7,HLCU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,01-03-2025,,MAEU247591619,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,25-01-2025,Netherlands,NLROT,26-01-2025,,BDPUS56220595936,SHPT,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246235171,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,13-02-2025,Belgium,BEANT,08-02-2025,,HLCUBSC250101195,HLCU,202507,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,17-02-2025,Netherlands,NLROT,,,BDPUS56220620049,SHPT,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,15-01-2025,Netherlands,NLROT,20-01-2025,,HLCUBSC241266474,HLCU,202503,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247320639,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,27-01-2025,Belgium,BEANT,25-01-2025,20-01-2025,MAEU246252661,MAEU,202505,On_Time,2,2.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,17-01-2025,Belgium,BEANT,19-01-2025,06-01-2025,MAEU278733851,MAEU,202503,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,09-02-2025,Spain,ESCAT,10-02-2025,,MAEU246979529,MAEU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247372415,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,10-02-2025,Spain,ESCAT,10-02-2025,10-02-2025,MAEU248963035,MAEU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246779115,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,13-02-2025,Belgium,BEANT,22-02-2025,,MEDUOK551127,MSCU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,04-03-2025,United States,USLSA,,,MZLY25SH10052611,MZLY,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,Nokia of America Corporation,NOKIA SOLUTIONS AND NETWORKS,18-02-2025,Hong Kong China,HKHKG,,,MZLYSGNH119237,MZLY,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,07-01-2025,Netherlands,NLROT,20-01-2025,,BDPUS56220590451,SHPT,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,27-02-2025,Netherlands,NLROT,,,BDPCA1001079978,SHPT,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,01-03-2025,,MAEU247534262,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,03-02-2025,Belgium,BEANT,31-01-2025,28-01-2025,MAEU245130431,MAEU,202506,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246284671,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU248589875,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,21-02-2025,France,FRMRS,17-02-2025,20-02-2025,CMDUISB1662462B,CMDU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247372192,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,15-01-2025,Belgium,BEANT,27-01-2025,,HLCUBSC2412AQVQ2,HLCU,202503,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,16-02-2025,Spain,ESCAT,23-02-2025,,MAEU247865340,MAEU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,20-02-2025,Netherlands,NLROT,20-02-2025,12-02-2025,CMDUISB1663321B,CMDU,202508,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246825189,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,04-01-2025,Netherlands,NLROT,20-12-2024,,BDPUS56220559966,SHPT,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,,,MAEU720614939,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,03-02-2025,Belgium,BEANT,31-01-2025,13-01-2025,MAEU273733735,MAEU,202506,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,22-02-2025,Belgium,BEANT,22-02-2025,,MEDUOK569665,MSCU,202508,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,23-02-2025,United States,USLGB,23-02-2025,,MZLY25SH10049088,MZLY,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,27-01-2025,Belgium,BEANT,25-01-2025,,MAEU246627030,MAEU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246825711,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,26-01-2025,United States,USLSA,26-01-2025,,MZLY24SH10039939,MZLY,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,06-02-2025,Netherlands,NLROT,20-02-2025,,CMDUNAM7406724,CMDU,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,01-03-2025,,MAEU247591216,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,30-01-2025,Netherlands,NLROT,03-02-2025,,HLCUBSC2412BULF5,HLCU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,25-12-2024,Netherlands,NLROT,20-12-2024,,BDPUS56220551851,SHPT,202452,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247375088,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,28-02-2025,Belgium,BEANT,01-03-2025,06-02-2025,MAEU273733827,MAEU,202509,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,21-02-2025,France,FRMRS,17-02-2025,20-02-2025,CMDUISB1662462C,CMDU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,01-03-2025,Belgium,BEANT,01-03-2025,25-02-2025,MAEU285000096,MAEU,202509,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,31-12-2024,United States,USLGB,,,MZLY24SH10038790,MZLY,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246283888,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,28-12-2024,Belgium,BEANT,27-12-2024,,HLCUBSC241149142,HLCU,202452,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,,,MAEU249077773,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,14-02-2025,United States,USLSA,23-02-2025,,MZLY25SH10047889,MZLY,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,09-02-2025,Netherlands,NLROT,06-02-2025,,BDPUS56220608219,SHPT,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,27-01-2025,Belgium,BEANT,25-01-2025,20-01-2025,MAEU278882329,MAEU,202505,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,31-12-2024,United States,USLGB,,,MZLY24SH10035943,MZLY,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-01-2025,Netherlands,NLROT,30-01-2025,,CMDUNAM7362344,CMDU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,31-01-2025,Netherlands,NLROT,28-01-2025,,HLCUBSC2412AYVX4,HLCU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-02-2025,Belgium,BEANT,09-02-2025,,MEDUOK439992,MSCU,202506,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247185654,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,17-01-2025,Belgium,BEANT,20-01-2025,06-01-2025,MAEU245968408,MAEU,202503,On_Time,2,2.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,14-01-2025,Spain,ESCAT,14-01-2025,,MAEU720533398,MAEU,202503,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,06-01-2025,Spain,ESCAT,19-01-2025,,MAEU720466480,MAEU,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,16-02-2025,Belgium,BEANT,23-02-2025,,CMDUNAM7416304,CMDU,202508,Delay,3,,3.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,09-02-2025,Netherlands,NLROT,06-02-2025,,BDPUS56220608325,SHPT,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,22-02-2025,Belgium,BEANT,22-02-2025,,MEDUOK546911,MSCU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,20-02-2025,Netherlands,NLROT,,,BDPCA1001079874,SHPT,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,06-02-2025,Belgium,BEANT,07-02-2025,10-02-2025,EGLV147401568745,EGLV,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,01-03-2025,,MAEU247865525,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,30-01-2025,United States,USLGB,,,MZLY24SH10044310,MZLY,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Netherlands,NLROT,26-01-2025,,BDPUS56220596785,SHPT,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,09-02-2025,Spain,ESCAT,10-02-2025,,MAEU247375308,MAEU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,18-01-2025,Netherlands,NLROT,20-02-2025,,HLCUBSC2411BMFC4,HLCU,202503,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,26-01-2025,Spain,ESCAT,09-01-2025,,MAEU246166936,MAEU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,18-01-2025,Netherlands,NLROT,20-02-2025,,HLCUBSC2411BMFB3,HLCU,202503,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246779428,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,05-01-2025,Belgium,BEANT,06-01-2025,,HLCUBSC2411BJAH1,HLCU,202502,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,29-01-2025,Belgium,BEANT,31-01-2025,27-01-2025,EGLV140403432185,EGLV,202505,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,05-01-2025,Belgium,BEANT,06-01-2025,,HLCUBSC2411BJGW9,HLCU,202502,Delay,3,,3.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-01-2025,Netherlands,NLROT,30-01-2025,,CMDUNAM7294006,CMDU,202504,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,08-02-2025,France,FRLEH,10-02-2025,20-02-2025,MEDUFC164839,MSCU,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,18-01-2025,Netherlands,NLROT,20-02-2025,,HLCUBSC2412AQVO0,HLCU,202503,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247184159,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,26-01-2025,Spain,ESCAT,10-02-2025,,MAEU246979220,MAEU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,16-02-2025,Spain,ESCAT,,,MAEU247319852,MAEU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,21-02-2025,France,FRMRS,17-02-2025,20-02-2025,CMDUISB1672836,CMDU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,01-03-2025,,MAEU247591490,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,31-12-2024,United States,USLGB,,,MZLY24SH10035945,MZLY,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,27-01-2025,Belgium,BEANT,28-01-2025,,MEDUOK498576,MSCU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,10-01-2025,Netherlands,NLROT,02-01-2025,,BDPUS56220558292,SHPT,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247188691,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-02-2025,Poland,PLGDY,20-02-2025,24-02-2025,MEDUFC167691,MSCU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,03-02-2025,United States,USLGB,03-02-2025,,MZLY24SH10043817,MZLY,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,13-02-2025,Belgium,BEANT,13-02-2025,,MEDUOK551127,MSCU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,04-02-2025,Spain,ESCAT,16-02-2025,,CMDUMXO0731496,CMDU,202506,Delay,6,,6.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-01-2025,Netherlands,NLROT,30-01-2025,,CMDUNAM7345462,CMDU,202504,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,10-02-2025,Spain,ESCAT,10-02-2025,10-02-2025,MAEU249175703,MAEU,202507,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,16-02-2025,Belgium,BEANT,23-02-2025,,CMDUNAM7416535,CMDU,202508,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,08-02-2025,United States,USLSA,08-02-2025,,MZLY24QDO0013581,MZLY,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,14-01-2025,Spain,ESCAT,14-01-2025,,MAEU246666473,MAEU,202503,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,04-03-2025,Belgium,BEANT,,,MAEU248023848,MAEU,202510,Delay,3,,3.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,30-01-2025,Netherlands,NLROT,03-02-2025,,HLCUBSC2412BZFF3,HLCU,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,03-02-2025,Netherlands,NLROT,03-02-2025,,HLCUBSC2412BHWR4,HLCU,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,16-02-2025,Spain,ESCAT,16-02-2025,,MAEU249333371,MAEU,202508,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,13-02-2025,Belgium,BEANT,08-02-2025,,HLCUBSC250117198,HLCU,202507,Delay,3,,3.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,08-01-2025,Netherlands,NLROT,20-01-2025,,BDPUS56220571086,SHPT,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,03-03-2025,France,FRLEH,03-03-2025,03-03-2025,CMDUCFA0761940,CMDU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,29-01-2025,France,FRMRS,29-01-2025,22-01-2025,CMDUISB1661161,CMDU,202505,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,18-01-2025,Netherlands,NLROT,18-01-2025,,BDPCA1001078827,SHPT,202503,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247317254,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,13-02-2025,Belgium,BEANT,21-02-2025,,MEDUOK551127,MSCU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-01-2025,Netherlands,NLROT,30-01-2025,,CMDUNAM7342885,CMDU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246918086,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,25-12-2024,Netherlands,NLROT,20-12-2024,,BDPUS56220561039,SHPT,202452,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247183794,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,30-12-2024,United States,USLSA,,,MZLY24HK10007659,MZLY,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,22-01-2025,Belgium,BEANT,,,HLCUBSC2412BEWE3,HLCU,202504,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247188716,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246374051,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,10-01-2025,Netherlands,NLROT,10-01-2025,,HLCUME3241212480,HLCU,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,28-02-2025,Belgium,BEANT,28-02-2025,25-02-2025,EGLV147401715292,EGLV,202509,On_Time,2,2.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246836035,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,17-01-2025,Belgium,BEANT,19-01-2025,06-01-2025,MAEU278733850,MAEU,202503,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,28-12-2024,Netherlands,NLROT,29-12-2024,,MAEU246979773,MAEU,202452,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,26-01-2025,Belgium,BEANT,01-02-2025,,CMDUNAM7396031,CMDU,202505,Delay,3,,3.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,31-12-2024,Netherlands,NLROT,02-01-2025,,BDPUS56220552515,SHPT,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-02-2025,Netherlands,NLROT,20-02-2025,,CMDUNAM7401890,CMDU,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,USNOKIAS11HQ,NOKIA SOLUTIONS AND NETWORKS OY,NOKIA SOLUTIONS AND NETWORKS,26-02-2025,United States,USLGB,26-02-2025,,MZLY25SH10052085,MZLY,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,07-01-2025,Netherlands,NLROT,02-01-2025,,BDPUS56220559565,SHPT,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,France,FRLEH,02-03-2025,20-02-2025,MEDUFC171685,MSCU,202510,On_Time,1,1.0,,100.0
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU248634087,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,29-01-2025,Netherlands,NLROT,26-01-2025,,BDPUS56220603247,SHPT,202505,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,02-03-2025,Spain,ESCAT,,,MAEU720614990,MAEU,202510,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,07-01-2025,Netherlands,NLROT,02-01-2025,,BDPUS56220563376,SHPT,202502,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246918251,MAEU,202504,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,09-02-2025,Spain,ESCAT,10-02-2025,,MAEU247080526,MAEU,202507,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,23-02-2025,Spain,ESCAT,,,MAEU247372651,MAEU,202509,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,04-01-2025,Netherlands,NLROT,20-01-2025,,BDPUS56220577112,SHPT,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,03-02-2025,Netherlands,NLROT,,,HLCUBSC2412BLBC8,HLCU,202506,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,16-02-2025,Spain,ESCAT,16-02-2025,,MAEU249025498,MAEU,202508,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,31-12-2024,Netherlands,NLROT,02-01-2025,,BDPUS56220546812,SHPT,202501,Delay,1,,1.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,27-01-2025,Spain,ESCAT,27-01-2025,,MAEU248525107,MAEU,202505,Delay,2,,2.0,
Carrier_Release_Timeliness,SCP,,,ADT COMMODITIES,19-01-2025,Spain,ESCAT,10-02-2025,,MAEU246825614,MAEU,202504,Delay,1,,1.0,
